%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
2020 186 18 0 -999.00 -15.51 66.18 -999.00 -999.00 15.63000 91.23 15.59 99.03 0.51 33.67 2020.00 378.58 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 19 0 -999.00 -15.09 71.24 -999.00 -999.00 14.79000 90.85 15.47 99.02 0.40 10.91 2020.00 382.47 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 20 0 -999.00 -14.24 59.58 -999.00 -999.00 13.91000 91.07 15.47 99.01 0.57 1.85 2020.00 374.38 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 21 0 -999.00 -14.62 55.32 -999.00 -999.00 13.84000 90.91 15.44 98.99 0.70 0.00 2020.00 377.58 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 22 0 -999.00 -8.68 45.06 -999.00 -999.00 11.23000 94.01 15.19 98.95 1.19 0.00 2020.00 381.02 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 186 23 0 -999.00 -3.53 36.48 -999.00 -999.00 10.45000 93.42 15.16 98.91 1.35 0.00 2020.00 382.79 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 0 0 -999.00 0.61 33.55 -999.00 -999.00 9.88000 93.46 15.02 98.88 1.53 0.00 2020.00 381.33 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 1 0 -999.00 4.11 30.14 -999.00 -999.00 9.90000 94.53 14.74 98.85 1.47 0.00 2020.00 382.09 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 2 0 -999.00 5.59 28.69 -999.00 -999.00 9.09000 94.60 14.56 98.82 1.43 1.72 2020.00 383.28 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 3 0 -999.00 5.49 25.94 -999.00 -999.00 7.37000 94.74 14.27 98.80 1.61 7.34 2020.00 381.74 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 4 0 -999.00 5.64 25.22 -999.00 -999.00 5.45000 94.77 13.99 98.81 1.42 15.72 2020.00 381.84 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 5 0 -999.00 4.92 32.91 -999.00 -999.00 4.66000 94.36 13.77 98.84 1.19 32.38 2020.00 382.53 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 6 0 -999.00 6.32 44.31 -999.00 -999.00 4.53000 93.89 13.63 98.83 1.08 62.87 2020.00 380.13 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 7 0 -999.00 9.17 67.96 -999.00 -999.00 3.91000 93.56 13.74 98.89 0.13 119.49 2020.00 379.63 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
2020 187 8 0 -999.00 18.97 81.33 -999.00 -999.00 2.37000 92.92 13.86 98.91 0.08 220.17 2020.00 374.08 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00
